 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text= Det var tilladt at slå fangerne i ansigtet eller maven.
#text= Den erstatter ganske vist ikke ansigt til ansigt-kommunikation for børnene, men når de er sammen med venner, ved de også, hvad der foregår med alle dem, de ikke er sammen med lige nu.
22-1	Den	den	PP:s-uc:--:-3n-	
22-2	erstatter	erstatte	VF:----:sa:----	
22-3	ganske	ganske	D-:----:--:u---	
22-4	vist	vist	D-:----:--:u---	
22-5	ikke	ikke	D-:----:--:u---	
22-6	ansigt	ansigt	NC:siun:--:----	
22-7	til	til	T-:----:--:----	
22-8	ansigt	ansigt	NW:----:--:----	
22-9	-	-	ZH	
22-10	kommunikation	kommunikation	NC:siuc:--:----	
22-11	for	for	T-:----:--:----	
22-12	børnene	barn	NC:pdu#:--:----	
22-13	,	,	ZD	
22-14	men	men	CC:----:--:----	
22-15	når	når	CS:----:--:----	
22-16	de	de	PP:p-n#:--:-3n-	
22-17	er	være	VF:----:sa:----	
22-18	sammen	sammen	D-:----:--:u---	
22-19	med	med	T-:----:--:----	
22-20	venner	ven	NC:piu#:--:----	
22-21	,	,	ZD	
22-22	ved	vide	VF:----:sa:----	
22-23	de	de	PP:p-n#:--:-3n-	
22-24	også	også	D-:----:--:u---	
22-25	,	,	ZD	
22-26	hvad	hvad	PR:s-u#:--:----	
22-27	der	der	US:----:--:----	
22-28	foregår	foregå	VF:----:sa:----	
22-29	med	med	T-:----:--:----	
22-30	alle	al	PI:p-u#:--:----	
22-31	dem	de	PP:p-u#:--:-3n-	
22-32	,	,	ZD	
22-33	de	de	PP:p-n#:--:-3n-	
22-34	ikke	ikke	D-:----:--:u---	
22-35	er	være	VF:----:sa:----	
22-36	sammen	sammen	D-:----:--:u---	
22-37	med	med	T-:----:--:----	
22-38	lige	lige	D-:----:--:u---	
22-39	nu	nu	D-:----:--:u---	
22-40	.	.	ZP	

#id=23
#text= At se hvordan de nye ansigter gør sig, hvordan de passer ind i byen, og måske mærke efter, hvordan de ændrer den.
23-1	At	at	UI:----:--:----	
23-2	se	se	VI:----:-a:----	
23-3	hvordan	hvordan	D-:----:--:u---	
23-4	de	den	PM:p-u#:--:----	
23-5	nye	ny	AC:p#u#:--:p---	
23-6	ansigter	ansigt	NC:piu#:--:----	
23-7	gør	gøre	VF:----:sa:----	
23-8	sig	sig	PP:#-u#:--:-3y-	
23-9	,	,	ZD	
23-10	hvordan	hvordan	D-:----:--:u---	
23-11	de	de	PP:p-n#:--:-3n-	
23-12	passer	passe	VF:----:sa:----	
23-13	ind	ind	D-:----:--:u---	
23-14	i	i	T-:----:--:----	
23-15	byen	by	NC:sduc:--:----	
23-16	,	,	ZD	
23-17	og	og	CC:----:--:----	
23-18	måske	måske	D-:----:--:u---	
23-19	mærke	mærke	VI:----:-a:----	
23-20	efter	efter	T-:----:--:----	
23-21	,	,	ZD	
23-22	hvordan	hvordan	D-:----:--:u---	
23-23	de	de	PP:p-n#:--:-3n-	
23-24	ændrer	ændre	VF:----:sa:----	
23-25	den	den	PP:s-uc:--:-3n-	
23-26	.	.	ZP	

#id=24
#text= Hvis det i 1990' erne var erhvervsdomicilerne, der fyldte havnen op og gjorde arbejdslivet på kontoret til byens ansigt, så blev det i 00' erne boligerne, der fik den rolle, og flyderlivet i dagligstuen, der skulle udstilles og optage de centrale vinduespladser langs havnen.
24-1	Hvis	hvis	CS:----:--:----	
24-2	det	det	PP:s-un:--:-3n-	
24-3	i	i	T-:----:--:----	
24-4	1990	1990	LC:--u-:--:----	
24-5	'	'	ZA	
24-6	erne	@erne	MN:pdu#:--:----	
24-7	var	være	VF:----:ta:----	
24-8	erhvervsdomicilerne	erhvervsdomicil	NC:pdu#:--:----	
24-9	,	,	ZD	
24-10	der	der	US:----:--:----	
24-11	fyldte	fylde	VF:----:ta:----	
24-12	havnen	havn	NC:sduc:--:----	
24-13	op	op	D-:----:--:u---	
24-14	og	og	CC:----:--:----	
24-15	gjorde	gøre	VF:----:ta:----	
24-16	arbejdslivet	arbejdsliv	NC:sdun:--:----	
24-17	på	på	T-:----:--:----	
24-18	kontoret	kontor	NC:sdun:--:----	
24-19	til	til	T-:----:--:----	
24-20	byens	by	NC:sdgc:--:----	
24-21	ansigt	ansigt	NC:siun:--:----	
24-22	,	,	ZD	
24-23	så	så	D-:----:--:u---	
24-24	blev	blive	VF:----:ta:----	
24-25	det	det	PP:s-un:--:-3n-	
24-26	i	i	T-:----:--:----	
24-27	00	00	LC:--u-:--:----	
24-28	'	'	ZA	
24-29	erne	erne	XY:----:--:----	
24-30	boligerne	bolig	NC:pdu#:--:----	
24-31	,	,	ZD	
24-32	der	der	US:----:--:----	
24-33	fik	få	VF:----:ta:----	
24-34	den	den	PM:s-uc:--:----	
24-35	rolle	rolle	NC:siuc:--:----	
24-36	,	,	ZD	
24-37	og	og	CC:----:--:----	
24-38	flyderlivet	flyderliv	NC:sdun:--:----	
24-39	i	i	T-:----:--:----	
24-40	dagligstuen	dagligstue	NC:sduc:--:----	
24-41	,	,	ZD	
24-42	der	der	US:----:--:----	
24-43	skulle	skulle	VF:----:ta:----	
24-44	udstilles	udstille	VI:----:-p:----	
24-45	og	og	CC:----:--:----	
24-46	optage	optage	VI:----:-a:----	
24-47	de	den	PM:p-u#:--:----	
24-48	centrale	central	AC:p#u#:--:p---	
24-49	vinduespladser	vinduesplads	NC:piu#:--:----	
24-50	langs	langs	T-:----:--:----	
24-51	havnen	havn	NC:sduc:--:----	
24-52	.	.	ZP	

#id=25
#text= Vi ville faktisk holde endnu mere af ham, respektere denne direktør endnu mere, hvis der da for fanden (hov, han bander i øvrigt i lukkede kredse!) var en plet i det perfekte ansigt.
25-1	Vi	vi	PP:p-nc:--:-1n-	
25-2	ville	ville	VF:----:ta:----	
25-3	faktisk	faktisk	AD:----:--:p---	
25-4	holde	holde	VI:----:-a:----	
25-5	endnu	endnu	D-:----:--:u---	
25-6	mere	megen	AD:----:--:c---	
25-7	af	af	T-:----:--:----	
25-8	ham	han	PP:s-uc:--:-3n-	
25-9	,	,	ZD	
25-10	respektere	respektere	VI:----:-a:----	
25-11	denne	denne	PM:s-uc:--:----	
25-12	direktør	direktør	NC:siuc:--:----	
25-13	endnu	endnu	D-:----:--:u---	
25-14	mere	megen	AD:----:--:c---	
25-15	,	,	ZD	
25-16	hvis	hvis	CS:----:--:----	
25-17	der	der	US:----:--:----	
25-18	da	da	D-:----:--:u---	
25-19	for	for	T-:----:--:----	
25-20	fanden	fanden	NC:siuc:--:----	
25-21	(	(	ZD	
25-22	hov	hov	NP:siu#:--:----	
25-23	,	,	ZD	
25-24	han	han	PP:s-nc:--:-3n-	
25-25	bander	bande	VF:----:sa:----	
25-26	i	i	T-:----:--:----	
25-27	øvrigt	øvrig	AD:----:--:p---	
25-28	i	i	T-:----:--:----	
25-29	lukkede	lukket	AC:p#u#:--:p---	
25-30	kredse	kreds	NC:piu#:--:----	
25-31	!	!	ZP	
25-32	)	)	ZD	
25-33	var	være	VF:----:ta:----	
25-34	en	en	PI:s-uc:--:----	
25-35	plet	plet	NC:siuc:--:----	
25-36	i	i	T-:----:--:----	
25-37	det	den	PM:s-un:--:----	
25-38	perfekte	perfekt	AC:sdu#:--:p---	
25-39	ansigt	ansigt	NC:siun:--:----	
25-40	.	.	ZP	

#id=26
#text=Det er de gamle ansigter igen og igen", siger Amit, mens Uday nikker:
26-1	Det	det	PP:s-un:--:-3n-	
26-2	er	være	VF:----:sa:----	
26-3	de	den	PM:p-u#:--:----	
26-4	gamle	gammel	AC:p#u#:--:p---	
26-5	ansigter	ansigt	NC:piu#:--:----	
26-6	igen	igen	D-:----:--:u---	
26-7	og	og	CC:----:--:----	
26-8	igen	igen	D-:----:--:u---	
26-9	"	"	ZI	
26-10	,	,	ZD	
26-11	siger	sige	VF:----:sa:----	
26-12	Amit	Amit	NP:siu#:--:----	
26-13	,	,	ZD	
26-14	mens	mens	CS:----:--:----	
26-15	Uday	Uday	NP:siu#:--:----	
26-16	nikker	nikke	VF:----:sa:----	
26-17	:	:	ZP	

#id=27
#text=Sidste år fik de fire typer af smileyer følgeskab af en elite-smiley, der gives til fødevarevirksomheder, som har fået fire storsmilende ansigter i træk.
27-1	Sidste	sidste	AC:§§u§:--:p---	
27-2	år	år	NC:siun:--:----	
27-3	fik	få	VF:----:ta:----	
27-4	de	den	PM:p-u#:--:----	
27-5	fire	fire	LC:--u-:--:----	
27-6	typer	type	NC:piu#:--:----	
27-7	af	af	T-:----:--:----	
27-8	smileyer	smiley	NC:piu#:--:----	
27-9	følgeskab	følgeskab	NC:siun:--:----	
27-10	af	af	T-:----:--:----	
27-11	en	en	PI:s-uc:--:----	
27-12	elite	elite	NW:----:--:----	
27-13	-	-	ZH	
27-14	smiley	smiley	NC:siuc:--:----	
27-15	,	,	ZD	
27-16	der	der	US:----:--:----	
27-17	gives	give	VF:----:sp:----	
27-18	til	til	T-:----:--:----	
27-19	fødevarevirksomheder	fødevarevirksomhed	NC:piu#:--:----	
27-20	,	,	ZD	
27-21	som	som	US:----:--:----	
27-22	har	have	VF:----:sa:----	
27-23	fået	få	VT:siu#:t-:----	
27-24	fire	fire	LC:--u-:--:----	
27-25	storsmilende	storsmilende	AD:----:--:p---	
27-26	ansigter	ansigt	NC:piu#:--:----	
27-27	i	i	T-:----:--:----	
27-28	træk	træk	NC:siuc:--:----	
27-29	.	.	ZP	

#id=28
#text=Dermed endte førstedamernes topmøde, uden at nogen af dem tabte ansigt.
28-1	Dermed	dermed	D-:----:--:u---	
28-2	endte	ende	VF:----:ta:----	
28-3	førstedamernes	førstedame	NC:pdg#:--:----	
28-4	topmøde	topmøde	NC:siun:--:----	
28-5	,	,	ZD	
28-6	uden	uden	D-:----:--:u---	
28-7	at	at	CS:----:--:----	
28-8	nogen	nogen	PI:s-uc:--:----	
28-9	af	af	T-:----:--:----	
28-10	dem	de	PP:p-u#:--:-3n-	
28-11	tabte	tabe	VF:----:ta:----	
28-12	ansigt	ansigt	NC:siun:--:----	
28-13	.	.	ZP	

#id=29
#text=Solen har for længst begyndt vist sit ansigt, og de lune sommerdage synes ikke langt væk.
29-1	Solen	sol	NC:sduc:--:----	
29-2	har	have	VF:----:sa:----	
29-3	for	for	T-:----:--:----	
29-4	længst	længst	XY:----:--:----	
29-5	begyndt	begynde	VT:siu#:t-:----	
29-6	vist	vise	VT:siu#:t-:----	
29-7	sit	sin	PO:s--n:--:-3ys	
29-8	ansigt	ansigt	NC:siun:--:----	
29-9	,	,	ZD	
29-10	og	og	CC:----:--:----	
29-11	de	den	PM:p-u#:--:----	
29-12	lune	lun	AC:p#u#:--:p---	
29-13	sommerdage	sommerdag	NC:piu#:--:----	
29-14	synes	syne	VF:----:sp:----	
29-15	ikke	ikke	D-:----:--:u---	
29-16	langt	lang	AD:----:--:p---	
29-17	væk	væk	D-:----:--:u---	
29-18	.	.	ZP	

#id=30
#text= "Liebermans udtalelser afslører Netanyhu-Lieberman-regeringens sande ansigt, og det internationale samfund burde indføre en diplomatisk embargo af Israel på samme måde, som man i sin tid gjorde over for Østrigs Jörg Haider", sagde Aghbaria, hvis parti vandt 4 pladser i Knesset ved valget i februar - ikke mindst på grund af enorm vrede blandt Israels arabere og en del jøder på venstrefløjen over Liebermans valgkampagne, der hovedsageligt var bygget på et krav om, at Israels godt 1,4 millioner arabiske statsborgere skal aflægge troskabsløfte til den jødiske stat, hvis de vil beholde deres statsborgerskab.
30-1	"	"	ZI	
30-2	Liebermans	Liebermans	NP:sig#:--:----	
30-3	udtalelser	udtalelse	NC:piu#:--:----	
30-4	afslører	afsløre	VF:----:sa:----	
30-5	Netanyhu	Netanyhu	NP:siu#:--:----	
30-6	-	-	ZH	
30-7	Lieberman	Lieberman	NP:siu#:--:----	
30-8	-	-	ZH	
30-9	regeringens	regering	NC:sdgc:--:----	
30-10	sande	sand	AC:sdu#:--:p---	
30-11	ansigt	ansigt	NC:siun:--:----	
30-12	,	,	ZD	
30-13	og	og	CC:----:--:----	
30-14	det	den	PM:s-un:--:----	
30-15	internationale	international	AC:sdu#:--:p---	
30-16	samfund	samfund	NC:siun:--:----	
30-17	burde	burde	VF:----:ta:----	
30-18	indføre	indføre	VI:----:-a:----	
30-19	en	en	PI:s-uc:--:----	
30-20	diplomatisk	diplomatisk	AC:siu§:--:p---	
30-21	embargo	embargo	NC:siuc:--:----	
30-22	af	af	T-:----:--:----	
30-23	Israel	Israel	NP:siu#:--:----	
30-24	på	på	T-:----:--:----	
30-25	samme	samme	AC:§§u§:--:p---	
30-26	måde	måde	NC:siuc:--:----	
30-27	,	,	ZD	
30-28	som	som	US:----:--:----	
30-29	man	man	PI:#-uc:--:----	
30-30	i	i	T-:----:--:----	
30-31	sin	sin	PO:s--c:--:-3ys	
30-32	tid	tid	NC:siuc:--:----	
30-33	gjorde	gøre	VF:----:ta:----	
30-34	over	over	D-:----:--:u---	
30-35	for	for	T-:----:--:----	
30-36	Østrigs	Østrig	NP:sig#:--:----	
30-37	Jörg	Jörg	NP:siu#:--:----	
30-38	Haider	Haider	NP:siu#:--:----	
30-39	"	"	ZI	
30-40	,	,	ZD	
30-41	sagde	sige	VF:----:ta:----	
30-42	Aghbaria	Aghbaria	NP:siu#:--:----	
30-43	,	,	ZD	
30-44	hvis	hvem	PR:#-g#:--:----	
30-45	parti	parti	NC:siun:--:----	
30-46	vandt	vinde	VF:----:ta:----	
30-47	4	4	LC:--u-:--:----	
30-48	pladser	plads	NC:piu#:--:----	
30-49	i	i	T-:----:--:----	
30-50	Knesset	Knesset	NP:siu#:--:----	
30-51	ved	ved	T-:----:--:----	
30-52	valget	valg	NC:sdun:--:----	
30-53	i	i	T-:----:--:----	
30-54	februar	februar	NW:----:--:----	
30-55	-	-	ZH	
30-56	ikke	ikke	D-:----:--:u---	
30-57	mindst	liden	AD:----:--:s---	
30-58	på	på	T-:----:--:----	
30-59	grund	grund	NC:siuc:--:----	
30-60	af	af	T-:----:--:----	
30-61	enorm	enorm	AC:siuc:--:p---	
30-62	vrede	vrede	NC:siuc:--:----	
30-63	blandt	blandt	T-:----:--:----	
30-64	Israels	Israel	NP:sig#:--:----	
30-65	arabere	araber	NC:piu#:--:----	
30-66	og	og	CC:----:--:----	
30-67	en	en	PI:s-uc:--:----	
30-68	del	del	NC:siuc:--:----	
30-69	jøder	jøde	VF:----:sa:----	
30-70	på	på	T-:----:--:----	
30-71	venstrefløjen	venstrefløj	NC:sduc:--:----	
30-72	over	over	T-:----:--:----	
30-73	Liebermans	Liebermans	NP:sig#:--:----	
30-74	valgkampagne	valgkampagne	NC:siuc:--:----	
30-75	,	,	ZD	
30-76	der	der	US:----:--:----	
30-77	hovedsageligt	hovedsagelig	AD:----:--:p---	
30-78	var	være	VF:----:ta:----	
30-79	bygget	bygge	VT:siu#:t-:----	
30-80	på	på	T-:----:--:----	
30-81	et	en	PI:s-un:--:----	
30-82	krav	krav	NC:siun:--:----	
30-83	om	om	T-:----:--:----	
30-84	,	,	ZD	
30-85	at	at	CS:----:--:----	
30-86	Israels	Israel	NP:sig#:--:----	
30-87	godt	god	AD:----:--:p---	
30-88	1	1	LC:--u-:--:----	
30-89	,	,	ZD	
30-90	4	4	LC:--u-:--:----	
30-91	millioner	million	NC:piu#:--:----	
30-92	arabiske	arabisk	AC:p#u#:--:p---	
30-93	statsborgere	statsborger	NC:piu#:--:----	
30-94	skal	skulle	VF:----:sa:----	
30-95	aflægge	aflægge	VI:----:-a:----	
30-96	troskabsløfte	troskabsløfte	NC:siun:--:----	
30-97	til	til	T-:----:--:----	
30-98	den	den	PM:s-uc:--:----	
30-99	jødiske	jødisk	AC:sdu#:--:p---	
30-100	stat	stat	NC:siuc:--:----	
30-101	,	,	ZD	
30-102	hvis	hvis	CS:----:--:----	
30-103	de	de	PP:p-n#:--:-3n-	
30-104	vil	ville	VF:----:sa:----	
30-105	beholde	beholde	VI:----:-a:----	
30-106	deres	deres	PO:#--#:--:-3np	
30-107	statsborgerskab	statsborgerskab	NC:siun:--:----	
30-108	.	.	ZP	

#id=31
#text= Fra bagscenen kunne man se Pete Dohertys ansigt smelte i uhyggelig forvrængning.
31-1	Fra	fra	T-:----:--:----	
31-2	bagscenen	bagscene	NC:sduc:--:----	
31-3	kunne	kunne	VF:----:ta:----	
31-4	man	man	PI:#-uc:--:----	
31-5	se	se	VI:----:-a:----	
31-6	Pete	Pete	NP:siu#:--:----	
31-7	Dohertys	Dohertys	NP:sig#:--:----	
31-8	ansigt	ansigt	NC:siun:--:----	
31-9	smelte	smelte	VI:----:-a:----	
31-10	i	i	T-:----:--:----	
31-11	uhyggelig	uhyggelig	AC:siuc:--:p---	
31-12	forvrængning	forvrængning	NC:siuc:--:----	
31-13	.	.	ZP	

#id=32
#text= "I det omfang jeg kan finde bekendte med ren urin", sagde Pete Doherty for  en uge siden, inden hans ansigt smeltede i Øksnehallen.
32-1	"	"	ZI	
32-2	I	i	T-:----:--:----	
32-3	det	den	PM:s-un:--:----	
32-4	omfang	omfang	NC:siun:--:----	
32-5	jeg	jeg	NC:siun:--:----	
32-6	kan	kunne	VF:----:sa:----	
32-7	finde	finde	VI:----:-a:----	
32-8	bekendte	bekendt	NC:piu#:--:----	
32-9	med	med	T-:----:--:----	
32-10	ren	ren	AC:siuc:--:p---	
32-11	urin	urin	NC:siuc:--:----	
32-12	"	"	ZI	
32-13	,	,	ZD	
32-14	sagde	sige	VF:----:ta:----	
32-15	Pete	Pete	NP:siu#:--:----	
32-16	Doherty	Doherty	NP:siu#:--:----	
32-17	for	for	T-:----:--:----	
32-18	en	en	PI:s-uc:--:----	
32-19	uge	uge	NC:siuc:--:----	
32-20	siden	siden	T-:----:--:----	
32-21	,	,	ZD	
32-22	inden	inden	CS:----:--:----	
32-23	hans	hans	PO:#--#:--:-3ns	
32-24	ansigt	ansigt	NC:siun:--:----	
32-25	smeltede	smelte	VF:----:ta:----	
32-26	i	i	T-:----:--:----	
32-27	Øksnehallen	Øksnehallen	NP:siu#:--:----	
32-28	.	.	ZP	

#id=33
#text=Hendes portrætter er, som det ses her på siden, ikke den klassiske ansigt til ansigt-udveksling af blikke med den portrætterede, men billeder uden omgivende miljø og historie.
33-1	Hendes	hendes	PO:#--#:--:-3ns	
33-2	portrætter	portræt	NC:piu#:--:----	
33-3	er	være	VF:----:sa:----	
33-4	,	,	ZD	
33-5	som	som	US:----:--:----	
33-6	det	det	PP:s-un:--:-3n-	
33-7	ses	se	VF:----:sp:----	
33-8	her	her	D-:----:--:u---	
33-9	på	på	T-:----:--:----	
33-10	siden	side	NC:sduc:--:----	
33-11	,	,	ZD	
33-12	ikke	ikke	D-:----:--:u---	
33-13	den	den	PM:s-uc:--:----	
33-14	klassiske	klassisk	AC:sdu#:--:p---	
33-15	ansigt	ansigt	NC:siun:--:----	
33-16	til	til	T-:----:--:----	
33-17	ansigt	ansigt	NW:----:--:----	
33-18	-	-	ZH	
33-19	udveksling	udveksling	NC:siuc:--:----	
33-20	af	af	T-:----:--:----	
33-21	blikke	blik	NC:piu#:--:----	
33-22	med	med	T-:----:--:----	
33-23	den	den	PM:s-uc:--:----	
33-24	portrætterede	portrættere	VP:sdu#:t-:----	
33-25	,	,	ZD	
33-26	men	men	-:----	
33-27	billeder	billede	NC:piu#:--:----	
33-28	uden	uden	T-:----:--:----	
33-29	omgivende	omgive	VP:##u#:s-:----	
33-30	miljø	miljø	NC:siun:--:----	
33-31	og	og	CC:----:--:----	
33-32	historie	historie	NC:siuc:--:----	
33-33	.	.	ZP	

#id=34
#text= Billeder af bort-og indadvendte ansigter.
34-1	Billeder	billede	NC:piu#:--:----	
34-2	af	af	T-:----:--:----	
34-3	bort	bort	D-:----:--:u---	
34-4	-	-	NC:piu#:--:----	
34-5	og	og	CC:----:--:----	
34-6	indadvendte	indadvendt	AC:p#u#:--:p---	
34-7	ansigter	ansigt	NC:piu#:--:----	
34-8	.	.	ZP	

#id=35
#text=Hans ansigt er barnligt rundt, kinderne afslører nogle bumser, hans øjenbryn er mørke og brede.
35-1	Hans	hans	PO:#--#:--:-3ns	
35-2	ansigt	ansigt	NC:siun:--:----	
35-3	er	være	VF:----:sa:----	
35-4	barnligt	barnlig	AD:----:--:p---	
35-5	rundt	rundt	D-:----:--:u---	
35-6	,	,	ZD	
35-7	kinderne	kind	NC:pdu#:--:----	
35-8	afslører	afsløre	VF:----:sa:----	
35-9	nogle	nogen	PI:p-u#:--:----	
35-10	bumser	bums	NC:piu#:--:----	
35-11	,	,	ZD	
35-12	hans	hans	PO:#--#:--:-3ns	
35-13	øjenbryn	øjenbryn	NC:siun:--:----	
35-14	er	være	VF:----:sa:----	
35-15	mørke	mørke	VI:----:-a:----	
35-16	og	og	CC:----:--:----	
35-17	brede	bred	AC:p#u#:--:p---	
35-18	.	.	ZP	

#id=36
#text= To unge mænd havde sorte masker for ansigterne, da de med en pistol pegede på bartenderen på et værtshus i Albertslund natten til fredag.
36-1	To	to	LC:--u-:--:----	
36-2	unge	ung	AC:p#u#:--:p---	
36-3	mænd	mand	NC:piu#:--:----	
36-4	havde	have	VF:----:ta:----	
36-5	sorte	sort	AC:p#u#:--:p---	
36-6	masker	maske	NC:piu#:--:----	
36-7	for	for	T-:----:--:----	
36-8	ansigterne	ansigt	NC:pdu#:--:----	
36-9	,	,	ZD	
36-10	da	da	CS:----:--:----	
36-11	de	de	PP:p-n#:--:-3n-	
36-12	med	med	T-:----:--:----	
36-13	en	en	PI:s-uc:--:----	
36-14	pistol	pistol	NC:siuc:--:----	
36-15	pegede	pege	VF:----:ta:----	
36-16	på	på	T-:----:--:----	
36-17	bartenderen	bartender	NC:sduc:--:----	
36-18	på	på	T-:----:--:----	
36-19	et	en	PI:s-un:--:----	
36-20	værtshus	værtshus	NC:siun:--:----	
36-21	i	i	T-:----:--:----	
36-22	Albertslund	Albertslund	NP:siu#:--:----	
36-23	natten	nat	NC:sduc:--:----	
36-24	til	til	T-:----:--:----	
36-25	fredag	fredag	NC:siuc:--:----	
36-26	.	.	ZP	

#id=37
#text= Når vi dør, står vi ansigt til ansigt med Gud, og der er lys og kærlighed.
37-1	Når	når	CS:----:--:----	
37-2	vi	vi	PP:p-nc:--:-1n-	
37-3	dør	dø	VF:----:sa:----	
37-4	,	,	ZD	
37-5	står	stå	VF:----:sa:----	
37-6	vi	vi	PP:p-nc:--:-1n-	
37-7	ansigt	ansigt	NC:siun:--:----	
37-8	til	til	T-:----:--:----	
37-9	ansigt	ansigt	NC:siun:--:----	
37-10	med	med	T-:----:--:----	
37-11	Gud	gud	NC:siuc:--:----	
37-12	,	,	ZD	
37-13	og	og	CC:----:--:----	
37-14	der	der	US:----:--:----	
37-15	er	være	VF:----:sa:----	
37-16	lys	lys	NC:siun:--:----	
37-17	og	og	CC:----:--:----	
37-18	kærlighed	kærlighed	NC:siuc:--:----	
37-19	.	.	ZP	

#id=38
#text= Her var Lotte Olsen med det pikante brede ansigt et iøjnefaldende medlem af Collage-Truppen, en teatergruppe, der var med til at omdefinere dansk teater og underholdning med en række begavede, skæve forestillinger.
38-1	Her	her	D-:----:--:u---	
38-2	var	være	VF:----:ta:----	
38-3	Lotte	Lotte	NP:siu#:--:----	
38-4	Olsen	Olsen	NP:siu#:--:----	
38-5	med	med	T-:----:--:----	
38-6	det	den	PM:s-un:--:----	
38-7	pikante	pikant	AC:sdu#:--:p---	
38-8	brede	bred	AC:sdu#:--:p---	
38-9	ansigt	ansigt	NC:siun:--:----	
38-10	et	en	PI:s-un:--:----	
38-11	iøjnefaldende	iøjnefaldende	AC:§§u§:--:p---	
38-12	medlem	medlem	NC:siun:--:----	
38-13	af	af	T-:----:--:----	
38-14	Collage	collage	NW:----:--:----	
38-15	-	-	ZH	
38-16	Truppen	trup	NC:sduc:--:----	
38-17	,	,	ZD	
38-18	en	en	PI:s-uc:--:----	
38-19	teatergruppe	teatergruppe	NC:siuc:--:----	
38-20	,	,	ZD	
38-21	der	der	US:----:--:----	
38-22	var	være	VF:----:ta:----	
38-23	med	med	D-:----:--:u---	
38-24	til	til	T-:----:--:----	
38-25	at	at	UI:----:--:----	
38-26	omdefinere	omdefinere	VI:----:-a:----	
38-27	dansk	dansk	AC:siu§:--:p---	
38-28	teater	teater	NC:siun:--:----	
38-29	og	og	CC:----:--:----	
38-30	underholdning	underholdning	NC:siuc:--:----	
38-31	med	med	T-:----:--:----	
38-32	en	en	PI:s-uc:--:----	
38-33	række	række	NC:siuc:--:----	
38-34	begavede	begave	VF:----:ta:----	
38-35	,	,	ZD	
38-36	skæve	skæv	AC:p#u#:--:p---	
38-37	forestillinger	forestilling	NC:piu#:--:----	
38-38	.	.	ZP	

#id=39
#text=Forskrækkelsen var stor, da hun en morgen vågnede op med så kraftigt udslæt i ansigtet, at hun ikke kunne åbne øjnene.
39-1	Forskrækkelsen	forskrækkelse	NC:sduc:--:----	
39-2	var	være	VF:----:ta:----	
39-3	stor	stor	AC:siuc:--:p---	
39-4	,	,	ZD	
39-5	da	da	CS:----:--:----	
39-6	hun	hun	PP:s-nc:--:-3n-	
39-7	en	en	PI:s-uc:--:----	
39-8	morgen	morgen	NC:siuc:--:----	
39-9	vågnede	vågne	VF:----:ta:----	
39-10	op	op	D-:----:--:u---	
39-11	med	med	T-:----:--:----	
39-12	så	så	D-:----:--:u---	
39-13	kraftigt	kraftig	AC:siun:--:p---	
39-14	udslæt	udslæt	NC:siun:--:----	
39-15	i	i	T-:----:--:----	
39-16	ansigtet	ansigt	NC:sdun:--:----	
39-17	,	,	ZD	
39-18	at	at	CS:----:--:----	
39-19	hun	hun	PP:s-nc:--:-3n-	
39-20	ikke	ikke	D-:----:--:u---	
39-21	kunne	kunne	VF:----:ta:----	
39-22	åbne	åbne	VI:----:-a:----	
39-23	øjnene	øje	NC:pdu#:--:----	
39-24	.	.	ZP	

#id=40
#text="Jeg hilser Dem med et spark, et spyt og et slag i Deres løgnagtige, rådne, ulækre og mutte ansigt", stod der i det sidste, som den amerikanske avis The Washington Post har optrykt i sit minutiøse portræt af Abdallah al-Ajmis liv og død.
40-1	"	"	ZI	
40-2	Jeg	jeg	PP:s-nc:--:-1n-	
40-3	hilser	hilse	VF:----:sa:----	
40-4	Dem	de	PP:p-u#:--:-3n-	
40-5	med	med	T-:----:--:----	
40-6	et	en	PI:s-un:--:----	
40-7	spark	spark	NC:siun:--:----	
40-8	,	,	ZD	
40-9	et	en	PI:s-un:--:----	
40-10	spyt	spyt	NC:siun:--:----	
40-11	og	og	CC:----:--:----	
40-12	et	en	PI:s-un:--:----	
40-13	slag	slag	NC:siun:--:----	
40-14	i	i	T-:----:--:----	
40-15	Deres	deres	PO:#--#:--:-3np	
40-16	løgnagtige	løgnagtig	AC:p#u#:--:p---	
40-17	,	,	ZD	
40-18	rådne	rådden	AC:p#u#:--:p---	
40-19	,	,	ZD	
40-20	ulækre	ulækker	AC:p#u#:--:p---	
40-21	og	og	CC:----:--:----	
40-22	mutte	mut	AC:sdu#:--:p---	
40-23	ansigt	ansigt	NC:siun:--:----	
40-24	"	"	ZI	
40-25	,	,	ZD	
40-26	stod	stå	VF:----:ta:----	
40-27	der	der	US:----:--:----	
40-28	i	i	T-:----:--:----	
40-29	det	den	PM:s-un:--:----	
40-30	sidste	sidste	AC:§§u§:--:p---	
40-31	,	,	ZD	
40-32	som	som	US:----:--:----	
40-33	den	den	PM:s-uc:--:----	
40-34	amerikanske	amerikansk	AC:sdu#:--:p---	
40-35	avis	avis	NC:siuc:--:----	
40-36	The	The	NC:siuc:--:----	
40-37	Washington	Washington	NP:siu#:--:----	
40-38	Post	Post	NP:siu#:--:----	
